name,url,image
Cheesy mushroom omelette,https://www.bbcgoodfood.com/recipes/cheesy-mushroom-omelette,https://www.edamam.com/web-img/2fc/2fcf5eb09f2dd3459c1afee3c596895c.jpg
"Roast pumpkin with cream, thyme & Parmesan",https://www.bbcgoodfood.com/recipes/roast-pumpkin-cream-thyme-parmesan,https://www.edamam.com/web-img/25f/25fbca84f755523351e2ec3c55332faa.jpg
Baked green eggs,https://www.bbcgoodfood.com/recipes/baked-green-eggs,https://www.edamam.com/web-img/5ca/5cabdd16d8339bf1ab3da6c51b584b25.jpg
Creamy polenta & mushroom ragout,http://www.bbcgoodfood.com/recipes/creamy-polenta-mushroom-ragout,https://www.edamam.com/web-img/ec7/ec7647307457fbef1cfb23f01041d827.jpg
Veggie Sausage Popovers,http://www.bbcgoodfood.com/recipes/1861/,https://www.edamam.com/web-img/f1c/f1c2123a369af22f50f94ea4841d9ca3.jpg
Open ravioli with squash & porcini mushrooms,https://www.bbcgoodfood.com/recipes/open-ravioli-squash-porcini-mushrooms,https://www.edamam.com/web-img/c7a/c7a8e2906c868ad89ae287727ebf2c6c.jpg
Refried Bean and Scallion Tortilla,https://www.self.com/recipe/refried-bean-and-scallion-tortilla,https://www.edamam.com/web-img/2b4/2b4c7f4e23d055407447f2010d918460.jpg
Stuffed Peppers With Refried Beans and Cheese,https://www.self.com/recipe/stuffed-peppers-with-refried-beans-and-cheese,https://www.edamam.com/web-img/79f/79fdc39192156a99509b072fc5b89ba0.jpg
Lentil Bolognese (Vegetarian),https://food52.com/recipes/81428-lentil-bolognese-vegetarian,https://www.edamam.com/web-img/56a/56a60a05e29c37b68bc791a88f271f58.jpg
Vegetarian Greek Wrap,http://www.thedailymeal.com/vegetarian-greek-wrap-recipe,https://www.edamam.com/web-img/366/3662d2566cc5d2e8722541c20754613e.jpg
Pizza Omelette,http://www.bbcgoodfood.com/recipes/3451/,https://www.edamam.com/web-img/688/688971719f0dd61a27bbfb44882d8d6a.jpg
A Salad with Crunch and Substance: Bean and Vegetable Tostadas,https://www.foodnetwork.com/recipes/rachael-ray/a-salad-with-crunch-and-substance-bean-and-vegetable-tostadas-recipe-1940368,https://www.edamam.com/web-img/5c8/5c8bdcf8c07f5723da51a4fb96b74a0f.jpeg
Vegetarian Enchilada Casserole,http://www.eatingwell.com/recipe/278505/vegetarian-enchilada-casserole/,https://www.edamam.com/web-img/a0b/a0bb826acb698fe0b84c08d864d570c3
Vegetarian Summer Tacos,http://honestcooking.com/vegetarian-summer-tacos/,https://www.edamam.com/web-img/a60/a6026c1caedfc414672221e93a9ff70f.jpg
Vegetarian Lasagna Recipe,http://www.thedailymeal.com/vegetarian-lasagne-recipe,https://www.edamam.com/web-img/b94/b94641ae33d7c2c54f04fe49f5f00383.jpg
Bacon and Avocado Monte Cristo Sandwich with Jalapeno Jelly recipes,http://www.closetcooking.com/2017/07/bacon-and-avocado-monte-cristo-sandwich.html,https://www.edamam.com/web-img/7ee/7ee5d20ac4c22a2617b61378d1818837
